epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,4233.45,0.94909,0.51246,1.08266,0.79384,0.80752,0.80405,0.54998,1.56723,0.88895,1.70762,0.0064954,0.0064954,0.0064954
179,4257.74,0.93085,0.51689,1.07657,0.80566,0.79879,0.80345,0.54172,1.56527,0.88334,1.70353,0.0064756,0.0064756,0.0064756
180,4281.33,0.94105,0.51405,1.07611,0.84206,0.71897,0.79265,0.54103,1.56289,0.87701,1.70655,0.0064558,0.0064558,0.0064558
181,4305.11,0.92783,0.51374,1.07735,0.84914,0.71944,0.78316,0.5336,1.56824,0.86768,1.7071,0.006436,0.006436,0.006436
182,4328.98,0.94006,0.5088,1.07539,0.83712,0.7291,0.79035,0.53911,1.56443,0.86769,1.70329,0.0064162,0.0064162,0.0064162
183,4352.07,0.92348,0.50628,1.07619,0.80978,0.73866,0.77712,0.53607,1.56492,0.88797,1.71694,0.0063964,0.0063964,0.0063964
184,4375.26,0.92091,0.50823,1.07744,0.81154,0.74548,0.77927,0.53875,1.56139,0.87991,1.73086,0.0063766,0.0063766,0.0063766
185,4398.73,0.92394,0.50531,1.07561,0.82867,0.73075,0.77403,0.536,1.5584,0.88647,1.72793,0.0063568,0.0063568,0.0063568
186,4422.11,0.91963,0.50304,1.06845,0.83721,0.72588,0.76948,0.53705,1.55547,0.90075,1.7097,0.006337,0.006337,0.006337
187,4445.44,0.91603,0.50541,1.07357,0.85154,0.71895,0.76623,0.53936,1.55411,0.9035,1.702,0.0063172,0.0063172,0.0063172
188,4468.66,0.93527,0.51201,1.07379,0.84587,0.72788,0.77002,0.53624,1.56221,0.89391,1.71726,0.0062974,0.0062974,0.0062974
189,4491.93,0.92862,0.50938,1.07306,0.8339,0.7324,0.76785,0.52993,1.56812,0.89593,1.71373,0.0062776,0.0062776,0.0062776
190,4515.21,0.93467,0.50806,1.07581,0.83023,0.73358,0.76897,0.53237,1.56517,0.8982,1.71497,0.0062578,0.0062578,0.0062578
191,4538.43,0.9181,0.49881,1.0665,0.83224,0.73285,0.77025,0.52947,1.57304,0.89937,1.72507,0.006238,0.006238,0.006238
192,4561.88,0.91554,0.49674,1.06685,0.83802,0.72667,0.77263,0.53597,1.56896,0.8959,1.72269,0.0062182,0.0062182,0.0062182
193,4585.14,0.91658,0.50015,1.06877,0.82989,0.73435,0.7789,0.54477,1.56797,0.89179,1.72376,0.0061984,0.0061984,0.0061984
194,4608.29,0.91515,0.50283,1.06879,0.83637,0.73753,0.77841,0.54626,1.56732,0.88693,1.73495,0.0061786,0.0061786,0.0061786
195,4631.61,0.91807,0.50618,1.0685,0.85199,0.71159,0.77355,0.54425,1.56964,0.89169,1.73398,0.0061588,0.0061588,0.0061588
196,4654.89,0.92222,0.50285,1.06794,0.79354,0.76134,0.77202,0.53729,1.56591,0.87987,1.72193,0.006139,0.006139,0.006139
197,4678.31,0.9144,0.49538,1.06192,0.86216,0.71447,0.77625,0.53965,1.56607,0.86806,1.72487,0.0061192,0.0061192,0.0061192
198,4701.62,0.91805,0.49879,1.05939,0.83918,0.74628,0.77814,0.53722,1.56843,0.87526,1.72764,0.0060994,0.0060994,0.0060994
199,4724.96,0.91552,0.50198,1.07055,0.83437,0.74844,0.77665,0.5375,1.56377,0.87533,1.73362,0.0060796,0.0060796,0.0060796
200,4748.12,0.9016,0.49748,1.07142,0.84717,0.73893,0.77874,0.53948,1.55928,0.86491,1.73811,0.0060598,0.0060598,0.0060598
201,4771.28,0.9131,0.50287,1.07352,0.85648,0.73779,0.77551,0.54077,1.55197,0.86278,1.73202,0.00604,0.00604,0.00604
202,4794.54,0.90617,0.49836,1.06712,0.86078,0.7386,0.7741,0.54365,1.55249,0.86248,1.73903,0.0060202,0.0060202,0.0060202
203,4817.64,0.91183,0.49145,1.06439,0.82622,0.75864,0.77528,0.54078,1.54663,0.86219,1.72701,0.0060004,0.0060004,0.0060004
204,4841.03,0.91737,0.49953,1.06422,0.86311,0.73101,0.77601,0.54236,1.5495,0.85969,1.73451,0.0059806,0.0059806,0.0059806
205,4864.35,0.907,0.49071,1.05258,0.84616,0.73681,0.77587,0.53975,1.54845,0.86111,1.71909,0.0059608,0.0059608,0.0059608
206,4887.58,0.90694,0.49076,1.06115,0.8557,0.72933,0.77337,0.54037,1.54917,0.85867,1.71715,0.005941,0.005941,0.005941
207,4910.82,0.8912,0.48984,1.05964,0.85105,0.718,0.77335,0.53963,1.5553,0.86883,1.72622,0.0059212,0.0059212,0.0059212
208,4933.91,0.89777,0.49202,1.06738,0.84441,0.71916,0.77009,0.53989,1.55831,0.87803,1.72195,0.0059014,0.0059014,0.0059014
209,4957.28,0.90344,0.49225,1.06247,0.85131,0.71767,0.7714,0.53933,1.56222,0.8821,1.73693,0.0058816,0.0058816,0.0058816
210,4980.65,0.90177,0.48625,1.05713,0.8451,0.72826,0.77089,0.53464,1.56522,0.88516,1.73809,0.0058618,0.0058618,0.0058618
211,5003.8,0.89362,0.49006,1.06269,0.84891,0.71556,0.77337,0.537,1.56355,0.88618,1.7366,0.005842,0.005842,0.005842
212,5027.01,0.88969,0.48486,1.05302,0.85345,0.7166,0.77088,0.53429,1.55905,0.88985,1.73813,0.0058222,0.0058222,0.0058222
213,5050.16,0.89507,0.48575,1.05497,0.84626,0.71755,0.76875,0.53701,1.5666,0.90162,1.74817,0.0058024,0.0058024,0.0058024
214,5073.52,0.91882,0.48854,1.05584,0.8487,0.71582,0.77352,0.53781,1.57257,0.90177,1.75529,0.0057826,0.0057826,0.0057826
215,5096.7,0.89009,0.4875,1.05592,0.8499,0.7219,0.77159,0.53855,1.57191,0.9034,1.75925,0.0057628,0.0057628,0.0057628
216,5120.13,0.88954,0.48321,1.05621,0.85027,0.7279,0.77047,0.53763,1.56639,0.90366,1.75699,0.005743,0.005743,0.005743
217,5143.47,0.89463,0.48782,1.05164,0.85485,0.72031,0.7722,0.54199,1.56716,0.90145,1.75472,0.0057232,0.0057232,0.0057232
218,5166.51,0.87262,0.48319,1.05669,0.8578,0.72206,0.77113,0.54208,1.5683,0.89361,1.75534,0.0057034,0.0057034,0.0057034
219,5189.61,0.88993,0.47982,1.05249,0.8585,0.72112,0.77236,0.53141,1.5668,0.89847,1.74952,0.0056836,0.0056836,0.0056836
220,5212.93,0.86554,0.47918,1.0541,0.85592,0.73494,0.77138,0.53589,1.56562,0.89941,1.74816,0.0056638,0.0056638,0.0056638
221,5236.14,0.88321,0.48439,1.04619,0.85323,0.72816,0.76884,0.53574,1.56555,0.89726,1.74779,0.005644,0.005644,0.005644
222,5259.35,0.88983,0.48975,1.05284,0.85359,0.73021,0.7713,0.53278,1.56523,0.89207,1.74481,0.0056242,0.0056242,0.0056242
223,5282.68,0.88497,0.4776,1.04867,0.86063,0.73065,0.77114,0.53336,1.56438,0.89553,1.74224,0.0056044,0.0056044,0.0056044
224,5305.89,0.87496,0.47239,1.04721,0.82639,0.75192,0.77181,0.53747,1.56364,0.89284,1.74942,0.0055846,0.0055846,0.0055846
225,5329.14,0.88823,0.48096,1.05119,0.8463,0.73552,0.77592,0.54271,1.56425,0.88645,1.74195,0.0055648,0.0055648,0.0055648
226,5352.37,0.87094,0.4744,1.04495,0.84238,0.73337,0.77826,0.54436,1.56658,0.88525,1.74953,0.005545,0.005545,0.005545
227,5375.81,0.88018,0.47319,1.04855,0.85802,0.72085,0.77475,0.54229,1.56501,0.88554,1.7521,0.0055252,0.0055252,0.0055252
228,5399.18,0.88559,0.48224,1.05371,0.8515,0.73457,0.77827,0.54536,1.55965,0.87982,1.74963,0.0055054,0.0055054,0.0055054
229,5422.44,0.88253,0.4748,1.04315,0.83999,0.7415,0.77867,0.54358,1.56129,0.88023,1.75415,0.0054856,0.0054856,0.0054856
230,5445.83,0.88009,0.47157,1.03763,0.83181,0.74524,0.77882,0.54352,1.56383,0.87179,1.75519,0.0054658,0.0054658,0.0054658
231,5469.18,0.87459,0.4813,1.04768,0.84491,0.73129,0.77791,0.542,1.56546,0.87492,1.75861,0.005446,0.005446,0.005446
232,5492.37,0.8814,0.47636,1.04658,0.83515,0.73308,0.77477,0.53953,1.56129,0.87995,1.75543,0.0054262,0.0054262,0.0054262
233,5515.51,0.87705,0.47544,1.04524,0.84974,0.713,0.77413,0.54087,1.55839,0.87792,1.74878,0.0054064,0.0054064,0.0054064
234,5538.83,0.87528,0.47472,1.03981,0.84861,0.71319,0.77403,0.53983,1.55801,0.88078,1.74886,0.0053866,0.0053866,0.0053866
235,5562.04,0.86771,0.47123,1.04509,0.82498,0.72483,0.77601,0.53906,1.5586,0.88291,1.74909,0.0053668,0.0053668,0.0053668
236,5585.31,0.87324,0.47297,1.04305,0.80202,0.74039,0.77757,0.54245,1.5589,0.88633,1.74891,0.005347,0.005347,0.005347
237,5608.69,0.86137,0.46739,1.04451,0.81616,0.73401,0.77529,0.54058,1.55985,0.88678,1.74383,0.0053272,0.0053272,0.0053272
238,5631.95,0.86861,0.47477,1.05016,0.84881,0.71027,0.77321,0.53532,1.56173,0.89038,1.74557,0.0053074,0.0053074,0.0053074
